Enterprise,OrgName,Project,Collection,InfraId,Repository,Type
Client X,Org E,Project 135,Collection 516,41741,Repo 825,Subversion
Client X,Org E,Project 135,Collection 516,44155,Repo 6359,Jira
Client X,Org E,Project 135,Collection 2839,41742,Repo 826,Subversion
Client X,Org E,Project 135,Collection 2839,44156,Repo 6360,Jira
Client X,Org E,Project 135,Collection 2840,41743,Repo 827,Subversion
Client X,Org E,Project 135,Collection 2840,44157,Repo 6361,Jira
Client X,Org E,Project 135,Collection 564,41855,Repo 945,Subversion
Client X,Org E,Project 135,Collection 564,44269,Repo 6480,Jira
Client X,Org E,Project 135,Collection 2973,41856,Repo 947,Subversion
Client X,Org E,Project 135,Collection 2973,44270,Repo 6481,Jira
Client X,Org E,Project 135,Collection 566,41857,Repo 948,Subversion
Client X,Org E,Project 135,Collection 566,44271,Repo 6482,Jira
Client X,Org E,Project 135,Collection 568,41861,Repo 952,Subversion
Client X,Org E,Project 135,Collection 568,44275,Repo 6486,Jira
Client X,Org E,Project 135,Collection 624,41936,Repo 1051,Subversion
Client X,Org E,Project 135,Collection 624,44350,Repo 6556,Jira
Client X,Org E,Project 135,Collection 3570,79481,Repo 3905,Subversion
Client X,Org E,Project 135,Collection 931,82617,Repo 4038,Subversion
Client X,Org E,Project 135,Collection 934,43364,Repo 5509,Subversion
Client X,Org E,Project 135,Collection 934,45778,Repo 6934,Jira
Client X,Org E,Project 135,Collection 946,84424,Repo 4060,Subversion
Client X,Org E,Project 135,Collection 947,42316,Repo 1606,Subversion
Client X,Org E,Project 135,Collection 947,44730,Repo 6939,Jira
Client X,Org E,Project 135,Collection 948,42317,Repo 1607,Subversion
Client X,Org E,Project 135,Collection 948,44731,Repo 6940,Jira
Client X,Org E,Project 135,Collection 3968,42360,Repo 1661,Subversion
Client X,Org E,Project 135,Collection 3968,44774,Repo 6987,Jira
Client X,Org E,Project 135,Collection 1046,42449,Repo 4243,Subversion
Client X,Org E,Project 135,Collection 1046,44863,Repo 7070,Jira
Client X,Org E,Project 135,Collection 4182,53039,Repo 1789,Subversion
Client X,Org E,Project 135,Collection 1110,84604,Repo 4357,Subversion
Client X,Org E,Project 135,Collection 1258,42692,Repo 2074,Subversion
Client X,Org E,Project 135,Collection 1258,45106,Repo 7310,Jira
Client X,Org E,Project 135,Collection 4831,42697,Repo 2079,Subversion
Client X,Org E,Project 135,Collection 4831,45111,Repo 7315,Jira
Client X,Org E,Project 135,Collection 1259,42698,Repo 2080,Subversion
Client X,Org E,Project 135,Collection 1259,45112,Repo 7316,Jira
Client X,Org E,Project 135,Collection 4834,42700,Repo 2082,Subversion
Client X,Org E,Project 135,Collection 4834,45114,Repo 7318,Jira
Client X,Org E,Project 135,Collection 5081,42817,Repo 2240,Subversion
Client X,Org E,Project 135,Collection 5081,45231,Repo 7436,Jira
Client X,Org E,Project 135,Collection 1506,43074,Repo 2530,Subversion
Client X,Org E,Project 135,Collection 1506,45488,Repo 7645,Jira
Client X,Org E,Project 135,Collection 1507,43075,Repo 2531,Subversion
Client X,Org E,Project 135,Collection 1507,45489,Repo 7646,Jira
Client X,Org E,Project 135,Collection 5478,53661,Repo 2532,Subversion
Client X,Org E,Project 136,Collection 1122,42558,Repo 1900,Subversion
Client X,Org E,Project 136,Collection 1122,44972,Repo 7176,Jira
Client X,Org E,Project 137,Collection 1644,41115,Repo 41,Subversion
Client X,Org E,Project 137,Collection 1644,43529,Repo 5720,Jira
Client X,Org E,Project 137,Collection 46,41132,Repo 63,Subversion
Client X,Org E,Project 137,Collection 46,43546,Repo 5738,Jira
Client X,Org E,Project 137,Collection 1667,51857,Repo 64,Subversion
Client X,Org E,Project 137,Collection 1736,41158,Repo 105,Subversion
Client X,Org E,Project 137,Collection 1736,43572,Repo 5761,Jira
Client X,Org E,Project 137,Collection 81,51908,Repo 128,Subversion
Client X,Org E,Project 137,Collection 1814,41193,Repo 145,Subversion
Client X,Org E,Project 137,Collection 1814,43607,Repo 5798,Jira
Client X,Org E,Project 137,Collection 1818,63797,Repo 2826,Subversion
Client X,Org E,Project 137,Collection 1845,51933,Repo 2843,Subversion
Client X,Org E,Project 137,Collection 1872,41211,Repo 174,Subversion
Client X,Org E,Project 137,Collection 1872,43625,Repo 5817,Jira
Client X,Org E,Project 137,Collection 1880,51948,Repo 2865,Subversion
Client X,Org E,Project 137,Collection 1887,63802,Repo 2870,Subversion
Client X,Org E,Project 137,Collection 128,41257,Repo 226,Subversion
Client X,Org E,Project 137,Collection 128,43671,Repo 5853,Jira
Client X,Org E,Project 137,Collection 129,41258,Repo 227,Subversion
Client X,Org E,Project 137,Collection 129,43672,Repo 5854,Jira
Client X,Org E,Project 137,Collection 154,43425,Repo 5601,Subversion
Client X,Org E,Project 137,Collection 154,45839,Repo 5880,Jira
Client X,Org E,Project 137,Collection 2011,41286,Repo 260,Subversion
Client X,Org E,Project 137,Collection 2011,43700,Repo 5881,Jira
Client X,Org E,Project 137,Collection 2012,41287,Repo 259,Subversion
Client X,Org E,Project 137,Collection 2012,43701,Repo 5882,Jira
Client X,Org E,Project 137,Collection 183,41309,Repo 294,Subversion
Client X,Org E,Project 137,Collection 183,43723,Repo 5908,Jira
Client X,Org E,Project 137,Collection 184,41310,Repo 295,Subversion
Client X,Org E,Project 137,Collection 184,43724,Repo 5909,Jira
Client X,Org E,Project 137,Collection 2063,41311,Repo 296,Subversion
Client X,Org E,Project 137,Collection 2063,43725,Repo 5910,Jira
Client X,Org E,Project 137,Collection 185,41312,Repo 297,Subversion
Client X,Org E,Project 137,Collection 185,43726,Repo 5911,Jira
Client X,Org E,Project 137,Collection 186,52054,Repo 2993,Subversion
Client X,Org E,Project 137,Collection 200,41329,Repo 318,Subversion
Client X,Org E,Project 137,Collection 200,43743,Repo 5930,Jira
Client X,Org E,Project 137,Collection 2086,41330,Repo 319,Subversion
Client X,Org E,Project 137,Collection 2086,43744,Repo 5931,Jira
Client X,Org E,Project 137,Collection 201,41331,Repo 320,Subversion
Client X,Org E,Project 137,Collection 201,43745,Repo 5932,Jira
Client X,Org E,Project 137,Collection 2087,41333,Repo 321,Subversion
Client X,Org E,Project 137,Collection 2087,43747,Repo 5933,Jira
Client X,Org E,Project 137,Collection 223,83749,Repo 3041,Subversion
Client X,Org E,Project 137,Collection 2214,52133,Repo 404,Subversion
Client X,Org E,Project 137,Collection 255,41401,Repo 412,Subversion
Client X,Org E,Project 137,Collection 255,43815,Repo 6001,Jira
Client X,Org E,Project 137,Collection 259,41404,Repo 417,Subversion
Client X,Org E,Project 137,Collection 259,43818,Repo 6004,Jira
Client X,Org E,Project 137,Collection 2235,41405,Repo 418,Subversion
Client X,Org E,Project 137,Collection 2235,43819,Repo 6005,Jira
Client X,Org E,Project 137,Collection 2248,41417,Repo 430,Subversion
Client X,Org E,Project 137,Collection 2248,43831,Repo 6020,Jira
Client X,Org E,Project 137,Collection 279,63836,Repo 3128,Subversion
Client X,Org E,Project 137,Collection 2277,41433,Repo 446,Subversion
Client X,Org E,Project 137,Collection 2277,43847,Repo 6034,Jira
Client X,Org E,Project 137,Collection 280,63837,Repo 3129,Subversion
Client X,Org E,Project 137,Collection 2278,52145,Repo 447,Subversion
Client X,Org E,Project 137,Collection 281,43179,Repo 5298,Subversion
Client X,Org E,Project 137,Collection 281,45593,Repo 6035,Jira
Client X,Org E,Project 137,Collection 2279,41434,Repo 448,Subversion
Client X,Org E,Project 137,Collection 2279,43848,Repo 6036,Jira
Client X,Org E,Project 137,Collection 2280,52146,Repo 449,Subversion
Client X,Org E,Project 137,Collection 2281,41435,Repo 450,Subversion
Client X,Org E,Project 137,Collection 2281,43849,Repo 6037,Jira
Client X,Org E,Project 137,Collection 282,41436,Repo 451,Subversion
Client X,Org E,Project 137,Collection 282,43850,Repo 6038,Jira
Client X,Org E,Project 137,Collection 283,41437,Repo 452,Subversion
Client X,Org E,Project 137,Collection 283,43851,Repo 6039,Jira
Client X,Org E,Project 137,Collection 2282,41438,Repo 453,Subversion
Client X,Org E,Project 137,Collection 2282,43852,Repo 6040,Jira
Client X,Org E,Project 137,Collection 2283,43311,Repo 5430,Subversion
Client X,Org E,Project 137,Collection 2283,45725,Repo 6041,Jira
Client X,Org E,Project 137,Collection 2284,79314,Repo 3130,Subversion
Client X,Org E,Project 137,Collection 2285,82546,Repo 3131,Subversion
Client X,Org E,Project 137,Collection 2286,41439,Repo 454,Subversion
Client X,Org E,Project 137,Collection 2286,43853,Repo 6042,Jira
Client X,Org E,Project 137,Collection 2287,83795,Repo 3132,Subversion
Client X,Org E,Project 137,Collection 2288,41440,Repo 455,Subversion
Client X,Org E,Project 137,Collection 2288,43854,Repo 6043,Jira
Client X,Org E,Project 137,Collection 2289,64166,Repo 3133,Subversion
Client X,Org E,Project 137,Collection 284,41441,Repo 456,Subversion
Client X,Org E,Project 137,Collection 284,43855,Repo 6044,Jira
Client X,Org E,Project 137,Collection 285,79315,Repo 3134,Subversion
Client X,Org E,Project 137,Collection 2290,52147,Repo 3135,Subversion
Client X,Org E,Project 137,Collection 286,41442,Repo 5606,Subversion
Client X,Org E,Project 137,Collection 286,43856,Repo 6045,Jira
Client X,Org E,Project 137,Collection 2291,41443,Repo 457,Subversion
Client X,Org E,Project 137,Collection 2291,43857,Repo 6046,Jira
Client X,Org E,Project 137,Collection 287,43180,Repo 5299,Subversion
Client X,Org E,Project 137,Collection 287,45594,Repo 6047,Jira
Client X,Org E,Project 137,Collection 2293,52149,Repo 458,Subversion
Client X,Org E,Project 137,Collection 288,43181,Repo 5300,Subversion
Client X,Org E,Project 137,Collection 288,45595,Repo 6048,Jira
Client X,Org E,Project 137,Collection 2294,52150,Repo 459,Subversion
Client X,Org E,Project 137,Collection 2295,52151,Repo 460,Subversion
Client X,Org E,Project 137,Collection 2307,54665,Repo 3145,Subversion
Client X,Org E,Project 137,Collection 2308,54666,Repo 3146,Subversion
Client X,Org E,Project 137,Collection 2309,54667,Repo 3147,Subversion
Client X,Org E,Project 137,Collection 2341,41454,Repo 483,Subversion
Client X,Org E,Project 137,Collection 2341,43868,Repo 6061,Jira
Client X,Org E,Project 137,Collection 2567,52251,Repo 602,Subversion
Client X,Org E,Project 137,Collection 405,82559,Repo 3362,Subversion
Client X,Org E,Project 137,Collection 2629,52284,Repo 638,Subversion
Client X,Org E,Project 137,Collection 443,52296,Repo 668,Subversion
Client X,Org E,Project 137,Collection 451,41622,Repo 686,Subversion
Client X,Org E,Project 137,Collection 451,44036,Repo 6229,Jira
Client X,Org E,Project 137,Collection 2692,41626,Repo 692,Subversion
Client X,Org E,Project 137,Collection 2692,44040,Repo 6234,Jira
Client X,Org E,Project 137,Collection 457,43326,Repo 5451,Subversion
Client X,Org E,Project 137,Collection 457,45740,Repo 6236,Jira
Client X,Org E,Project 137,Collection 2701,41632,Repo 700,Subversion
Client X,Org E,Project 137,Collection 2701,44046,Repo 6241,Jira
Client X,Org E,Project 137,Collection 2702,41633,Repo 701,Subversion
Client X,Org E,Project 137,Collection 2702,44047,Repo 6242,Jira
Client X,Org E,Project 137,Collection 2703,41634,Repo 702,Subversion
Client X,Org E,Project 137,Collection 2703,44048,Repo 6243,Jira
Client X,Org E,Project 137,Collection 2704,41635,Repo 703,Subversion
Client X,Org E,Project 137,Collection 2704,44049,Repo 6244,Jira
Client X,Org E,Project 137,Collection 2705,41636,Repo 704,Subversion
Client X,Org E,Project 137,Collection 2705,44050,Repo 6245,Jira
Client X,Org E,Project 137,Collection 2706,41637,Repo 705,Subversion
Client X,Org E,Project 137,Collection 2706,44051,Repo 6246,Jira
Client X,Org E,Project 137,Collection 2707,41638,Repo 706,Subversion
Client X,Org E,Project 137,Collection 2707,44052,Repo 6247,Jira
Client X,Org E,Project 137,Collection 2708,41639,Repo 707,Subversion
Client X,Org E,Project 137,Collection 2708,44053,Repo 6248,Jira
Client X,Org E,Project 137,Collection 2709,41640,Repo 708,Subversion
Client X,Org E,Project 137,Collection 2709,44054,Repo 6249,Jira
Client X,Org E,Project 137,Collection 2710,41641,Repo 709,Subversion
Client X,Org E,Project 137,Collection 2710,44055,Repo 6250,Jira
Client X,Org E,Project 137,Collection 2711,41642,Repo 710,Subversion
Client X,Org E,Project 137,Collection 2711,44056,Repo 6251,Jira
Client X,Org E,Project 137,Collection 2712,41643,Repo 711,Subversion
Client X,Org E,Project 137,Collection 2712,44057,Repo 6252,Jira
Client X,Org E,Project 137,Collection 2713,41644,Repo 712,Subversion
Client X,Org E,Project 137,Collection 2713,44058,Repo 6253,Jira
Client X,Org E,Project 137,Collection 2780,79323,Repo 3461,Subversion
Client X,Org E,Project 137,Collection 2810,52355,Repo 792,Subversion
Client X,Org E,Project 137,Collection 2939,41829,Repo 919,Subversion
Client X,Org E,Project 137,Collection 2939,44243,Repo 6452,Jira
Client X,Org E,Project 137,Collection 2940,41830,Repo 920,Subversion
Client X,Org E,Project 137,Collection 2940,44244,Repo 6453,Jira
Client X,Org E,Project 137,Collection 546,41832,Repo 922,Subversion
Client X,Org E,Project 137,Collection 546,44246,Repo 6455,Jira
Client X,Org E,Project 137,Collection 549,41837,Repo 927,Subversion
Client X,Org E,Project 137,Collection 549,44251,Repo 6461,Jira
Client X,Org E,Project 137,Collection 553,84080,Repo 3514,Subversion
Client X,Org E,Project 137,Collection 556,41846,Repo 936,Subversion
Client X,Org E,Project 137,Collection 556,44260,Repo 6470,Jira
Client X,Org E,Project 137,Collection 557,41847,Repo 937,Subversion
Client X,Org E,Project 137,Collection 557,44261,Repo 6471,Jira
Client X,Org E,Project 137,Collection 2993,52418,Repo 962,Subversion
Client X,Org E,Project 137,Collection 3008,41871,Repo 972,Subversion
Client X,Org E,Project 137,Collection 3008,44285,Repo 6498,Jira
Client X,Org E,Project 137,Collection 3011,41872,Repo 975,Subversion
Client X,Org E,Project 137,Collection 3011,44286,Repo 6499,Jira
Client X,Org E,Project 137,Collection 582,41873,Repo 976,Subversion
Client X,Org E,Project 137,Collection 582,44287,Repo 6500,Jira
Client X,Org E,Project 137,Collection 596,41892,Repo 1000,Subversion
Client X,Org E,Project 137,Collection 596,44306,Repo 6521,Jira
Client X,Org E,Project 137,Collection 644,82580,Repo 3647,Subversion
Client X,Org E,Project 137,Collection 653,43211,Repo 5327,Subversion
Client X,Org E,Project 137,Collection 653,45625,Repo 6581,Jira
Client X,Org E,Project 137,Collection 654,41960,Repo 1093,Subversion
Client X,Org E,Project 137,Collection 654,44374,Repo 6582,Jira
Client X,Org E,Project 137,Collection 3197,79598,Repo 3675,Subversion
Client X,Org E,Project 137,Collection 655,41961,Repo 1094,Subversion
Client X,Org E,Project 137,Collection 655,44375,Repo 6583,Jira
Client X,Org E,Project 137,Collection 657,43447,Repo 5629,Subversion
Client X,Org E,Project 137,Collection 657,45861,Repo 6585,Jira
Client X,Org E,Project 137,Collection 658,79470,Repo 3676,Subversion
Client X,Org E,Project 137,Collection 662,54683,Repo 3679,Subversion
Client X,Org E,Project 137,Collection 669,82585,Repo 3694,Subversion
Client X,Org E,Project 137,Collection 694,52550,Repo 1139,Subversion
Client X,Org E,Project 137,Collection 720,79602,Repo 3744,Subversion
Client X,Org E,Project 137,Collection 3398,63918,Repo 3801,Subversion
Client X,Org E,Project 137,Collection 3580,42157,Repo 1368,Subversion
Client X,Org E,Project 137,Collection 3580,44571,Repo 6779,Jira
Client X,Org E,Project 137,Collection 3610,42171,Repo 1392,Subversion
Client X,Org E,Project 137,Collection 3610,44585,Repo 6790,Jira
Client X,Org E,Project 137,Collection 3686,97281,Repo 3963,Subversion
Client X,Org E,Project 137,Collection 3698,42218,Repo 1461,Subversion
Client X,Org E,Project 137,Collection 3698,44632,Repo 6833,Jira
Client X,Org E,Project 137,Collection 886,43359,Repo 5502,Subversion
Client X,Org E,Project 137,Collection 886,45773,Repo 6864,Jira
Client X,Org E,Project 137,Collection 3786,42274,Repo 1532,Subversion
Client X,Org E,Project 137,Collection 3786,44688,Repo 6890,Jira
Client X,Org E,Project 137,Collection 957,42328,Repo 1623,Subversion
Client X,Org E,Project 137,Collection 957,44742,Repo 6952,Jira
Client X,Org E,Project 137,Collection 3916,42337,Repo 5644,Subversion
Client X,Org E,Project 137,Collection 3916,44751,Repo 6962,Jira
Client X,Org E,Project 137,Collection 973,43367,Repo 5512,Subversion
Client X,Org E,Project 137,Collection 973,45781,Repo 6979,Jira
Client X,Org E,Project 137,Collection 993,43463,Repo 5645,Subversion
Client X,Org E,Project 137,Collection 993,45877,Repo 7003,Jira
Client X,Org E,Project 137,Collection 1007,84495,Repo 4180,Subversion
Client X,Org E,Project 137,Collection 4112,42432,Repo 1746,Subversion
Client X,Org E,Project 137,Collection 4112,44846,Repo 7050,Jira
Client X,Org E,Project 137,Collection 4367,42551,Repo 1894,Subversion
Client X,Org E,Project 137,Collection 4367,44965,Repo 7165,Jira
Client X,Org E,Project 137,Collection 4447,53154,Repo 4415,Subversion
Client X,Org E,Project 137,Collection 4481,42610,Repo 1982,Subversion
Client X,Org E,Project 137,Collection 4481,45024,Repo 7232,Jira
Client X,Org E,Project 137,Collection 4519,42633,Repo 1998,Subversion
Client X,Org E,Project 137,Collection 4519,45047,Repo 7250,Jira
Client X,Org E,Project 137,Collection 4894,42728,Repo 2121,Subversion
Client X,Org E,Project 137,Collection 4894,45142,Repo 7347,Jira
Client X,Org E,Project 137,Collection 1275,42731,Repo 2128,Subversion
Client X,Org E,Project 137,Collection 1275,45145,Repo 7350,Jira
Client X,Org E,Project 137,Collection 4902,42732,Repo 2129,Subversion
Client X,Org E,Project 137,Collection 4902,45146,Repo 7351,Jira
Client X,Org E,Project 137,Collection 1276,53353,Repo 2130,Subversion
Client X,Org E,Project 137,Collection 4904,53354,Repo 2131,Subversion
Client X,Org E,Project 137,Collection 1277,43476,Repo 5666,Subversion
Client X,Org E,Project 137,Collection 1277,45890,Repo 7352,Jira
Client X,Org E,Project 137,Collection 4934,42744,Repo 2151,Subversion
Client X,Org E,Project 137,Collection 4934,45158,Repo 7366,Jira
Client X,Org E,Project 137,Collection 5052,42804,Repo 2220,Subversion
Client X,Org E,Project 137,Collection 5052,45218,Repo 7425,Jira
Client X,Org E,Project 137,Collection 5122,64082,Repo 4946,Subversion
Client X,Org E,Project 137,Collection 5132,53465,Repo 2276,Subversion
Client X,Org E,Project 137,Collection 5162,53482,Repo 2296,Subversion
Client X,Org E,Project 137,Collection 5325,43005,Repo 2430,Subversion
Client X,Org E,Project 137,Collection 5325,45419,Repo 7578,Jira
Client X,Org E,Project 137,Collection 1468,79398,Repo 5088,Subversion
Client X,Org E,Project 137,Collection 1469,64109,Repo 5099,Subversion
Client X,Org E,Project 137,Collection 5410,79541,Repo 5100,Subversion
Client X,Org E,Project 137,Collection 1478,53636,Repo 2496,Subversion
Client X,Org E,Project 137,Collection 1494,43059,Repo 2515,Subversion
Client X,Org E,Project 137,Collection 1494,45473,Repo 7632,Jira
Client X,Org E,Project 137,Collection 5474,43068,Repo 2522,Subversion
Client X,Org E,Project 137,Collection 5474,45482,Repo 7638,Jira
Client X,Org E,Project 137,Collection 1525,79627,Repo 5167,Subversion
Client X,Org E,Project 137,Collection 1526,82688,Repo 5168,Subversion
Client X,Org E,Project 137,Collection 1527,79549,Repo 5169,Subversion
Client X,Org E,Project 137,Collection 5519,43090,Repo 2556,Subversion
Client X,Org E,Project 137,Collection 5519,45504,Repo 7663,Jira
Client X,Org E,Project 137,Collection 5543,43101,Repo 2568,Subversion
Client X,Org E,Project 137,Collection 5543,45515,Repo 7672,Jira
Client X,Org E,Project 137,Collection 1556,82691,Repo 5229,Subversion
Client X,Org E,Project 137,Collection 1587,43157,Repo 2649,Subversion
Client X,Org E,Project 137,Collection 1587,45571,Repo 7731,Jira
Client X,Org E,Project 343,Collection 3062,64194,Repo 3586,Subversion
Client X,Org E,Project 343,Collection 3262,63908,Repo 3717,Subversion
Client X,Org E,Project 343,Collection 3700,97282,Repo 3972,Subversion
Client X,Org E,Project 138,Collection 1857,64143,Repo 2849,Subversion
Client X,Org E,Project 138,Collection 1932,51970,Repo 2898,Subversion
Client X,Org E,Project 138,Collection 3072,52457,Repo 1019,Subversion
Client X,Org E,Project 138,Collection 698,84177,Repo 3720,Subversion
Client X,Org E,Project 138,Collection 3768,52843,Repo 5505,Subversion
Client X,Org E,Project 138,Collection 4166,53030,Repo 1778,Subversion
Client X,Org E,Project 139,Collection 1566,43135,Repo 2618,Subversion
Client X,Org E,Project 139,Collection 1566,45549,Repo 7706,Jira
Client X,Org E,Project 139,Collection 5623,53737,Repo 5594,Subversion
Client X,Org E,Project 140,Collection 1600,54651,Repo 2684,Subversion
Client X,Org E,Project 140,Collection 1643,51849,Repo 40,Subversion
Client X,Org E,Project 140,Collection 1676,41137,Repo 69,Subversion
Client X,Org E,Project 140,Collection 1676,43551,Repo 5743,Jira
Client X,Org E,Project 140,Collection 82,41173,Repo 5599,Subversion
Client X,Org E,Project 140,Collection 82,43587,Repo 5778,Jira
Client X,Org E,Project 140,Collection 106,41220,Repo 5600,Subversion
Client X,Org E,Project 140,Collection 106,43634,Repo 5823,Jira
Client X,Org E,Project 140,Collection 2228,41399,Repo 5604,Subversion
Client X,Org E,Project 140,Collection 2228,43813,Repo 5999,Jira
Client X,Org E,Project 140,Collection 267,43309,Repo 5428,Subversion
Client X,Org E,Project 140,Collection 267,45723,Repo 6017,Jira
Client X,Org E,Project 140,Collection 2353,41458,Repo 487,Subversion
Client X,Org E,Project 140,Collection 2353,43872,Repo 6065,Jira
Client X,Org E,Project 140,Collection 337,41480,Repo 5608,Subversion
Client X,Org E,Project 140,Collection 337,43894,Repo 6089,Jira
Client X,Org E,Project 140,Collection 569,41863,Repo 954,Subversion
Client X,Org E,Project 140,Collection 569,44277,Repo 6487,Jira
Client X,Org E,Project 140,Collection 3236,52542,Repo 1123,Subversion
Client X,Org E,Project 140,Collection 3237,41981,Repo 1124,Subversion
Client X,Org E,Project 140,Collection 3237,44395,Repo 6604,Jira
Client X,Org E,Project 140,Collection 866,42217,Repo 1460,Subversion
Client X,Org E,Project 140,Collection 866,44631,Repo 6832,Jira
Client X,Org E,Project 140,Collection 907,43235,Repo 5347,Subversion
Client X,Org E,Project 140,Collection 907,45649,Repo 6884,Jira
Client X,Org E,Project 140,Collection 908,43460,Repo 5641,Subversion
Client X,Org E,Project 140,Collection 908,45874,Repo 6885,Jira
Client X,Org E,Project 140,Collection 3945,42352,Repo 1650,Subversion
Client X,Org E,Project 140,Collection 3945,44766,Repo 6976,Jira
Client X,Org E,Project 140,Collection 1071,43466,Repo 5650,Subversion
Client X,Org E,Project 140,Collection 1071,45880,Repo 7093,Jira
Client X,Org E,Project 140,Collection 1087,79610,Repo 4319,Subversion
Client X,Org E,Project 140,Collection 4283,53085,Repo 1848,Subversion
Client X,Org E,Project 140,Collection 1153,42597,Repo 5660,Subversion
Client X,Org E,Project 140,Collection 1153,45011,Repo 7221,Jira
Client X,Org E,Project 140,Collection 4458,53161,Repo 1963,Subversion
Client X,Org E,Project 140,Collection 1284,42754,Repo 5667,Subversion
Client X,Org E,Project 140,Collection 1284,45168,Repo 7370,Jira
Client X,Org E,Project 140,Collection 1378,43399,Repo 5564,Subversion
Client X,Org E,Project 140,Collection 1378,45813,Repo 7469,Jira
Client X,Org E,Project 140,Collection 1380,42887,Repo 5672,Subversion
Client X,Org E,Project 140,Collection 1380,45301,Repo 7470,Jira
Client X,Org E,Project 140,Collection 1381,43400,Repo 5565,Subversion
Client X,Org E,Project 140,Collection 1381,45814,Repo 7471,Jira
Client X,Org E,Project 140,Collection 1453,43009,Repo 5677,Subversion
Client X,Org E,Project 140,Collection 1453,45423,Repo 7582,Jira
Client X,Org E,Project 140,Collection 5409,43027,Repo 2473,Subversion
Client X,Org E,Project 140,Collection 5409,45441,Repo 7602,Jira
Client X,Org E,Project 141,Collection 45,41131,Repo 62,Subversion
Client X,Org E,Project 141,Collection 45,43545,Repo 5737,Jira
Client X,Org E,Project 141,Collection 1740,41159,Repo 106,Subversion
Client X,Org E,Project 141,Collection 1740,43573,Repo 5764,Jira
Client X,Org E,Project 141,Collection 86,41183,Repo 134,Subversion
Client X,Org E,Project 141,Collection 86,43597,Repo 5787,Jira
Client X,Org E,Project 141,Collection 87,51912,Repo 5403,Subversion
Client X,Org E,Project 141,Collection 119,51991,Repo 220,Subversion
Client X,Org E,Project 141,Collection 2584,41563,Repo 615,Subversion
Client X,Org E,Project 141,Collection 2584,43977,Repo 6169,Jira
Client X,Org E,Project 141,Collection 637,79468,Repo 3642,Subversion
Client X,Org E,Project 141,Collection 638,64201,Repo 3643,Subversion
Client X,Org E,Project 141,Collection 639,63891,Repo 3644,Subversion
Client X,Org E,Project 141,Collection 3157,41949,Repo 1074,Subversion
Client X,Org E,Project 141,Collection 3157,44363,Repo 6570,Jira
Client X,Org E,Project 141,Collection 640,52501,Repo 5473,Subversion
Client X,Org E,Project 141,Collection 641,64202,Repo 3645,Subversion
Client X,Org E,Project 141,Collection 3208,84164,Repo 3682,Subversion
Client X,Org E,Project 141,Collection 3210,41969,Repo 1106,Subversion
Client X,Org E,Project 141,Collection 3210,44383,Repo 6593,Jira
Client X,Org E,Project 141,Collection 1261,43475,Repo 5665,Subversion
Client X,Org E,Project 141,Collection 1261,45889,Repo 7323,Jira
Client X,Org E,Project 141,Collection 1308,53388,Repo 4854,Subversion
Client X,Org E,Project 142,Collection 1892,54659,Repo 2874,Subversion
Client X,Org E,Project 142,Collection 2345,54669,Repo 3170,Subversion
Client X,Org E,Project 142,Collection 1528,43087,Repo 2551,Subversion
Client X,Org E,Project 142,Collection 1528,45501,Repo 7660,Jira
Client X,Org E,Project 142,Collection 5645,54759,Repo 5259,Subversion
Client X,Org E,Project 143,Collection 12,79405,Repo 2693,Subversion
Client X,Org E,Project 143,Collection 1646,64128,Repo 2712,Subversion
Client X,Org E,Project 143,Collection 1711,51879,Repo 90,Subversion
Client X,Org E,Project 143,Collection 94,41192,Repo 144,Subversion
Client X,Org E,Project 143,Collection 94,43606,Repo 5797,Jira
Client X,Org E,Project 143,Collection 1901,41228,Repo 188,Subversion
Client X,Org E,Project 143,Collection 1901,43642,Repo 5829,Jira
Client X,Org E,Project 143,Collection 130,41259,Repo 228,Subversion
Client X,Org E,Project 143,Collection 130,43673,Repo 5855,Jira
Client X,Org E,Project 143,Collection 241,41378,Repo 386,Subversion
Client X,Org E,Project 143,Collection 241,43792,Repo 5978,Jira
Client X,Org E,Project 143,Collection 250,41389,Repo 400,Subversion
Client X,Org E,Project 143,Collection 250,43803,Repo 5988,Jira
Client X,Org E,Project 143,Collection 2208,41390,Repo 402,Subversion
Client X,Org E,Project 143,Collection 2208,43804,Repo 5990,Jira
Client X,Org E,Project 143,Collection 2597,41568,Repo 5613,Subversion
Client X,Org E,Project 143,Collection 2597,43982,Repo 6173,Jira
Client X,Org E,Project 143,Collection 401,43434,Repo 5615,Subversion
Client X,Org E,Project 143,Collection 401,45848,Repo 6179,Jira
Client X,Org E,Project 143,Collection 435,41596,Repo 655,Subversion
Client X,Org E,Project 143,Collection 435,44010,Repo 6206,Jira
Client X,Org E,Project 143,Collection 436,41597,Repo 656,Subversion
Client X,Org E,Project 143,Collection 436,44011,Repo 6207,Jira
Client X,Org E,Project 143,Collection 2649,41598,Repo 657,Subversion
Client X,Org E,Project 143,Collection 2649,44012,Repo 6208,Jira
Client X,Org E,Project 143,Collection 437,41599,Repo 658,Subversion
Client X,Org E,Project 143,Collection 437,44013,Repo 6209,Jira
Client X,Org E,Project 143,Collection 438,41600,Repo 659,Subversion
Client X,Org E,Project 143,Collection 438,44014,Repo 6210,Jira
Client X,Org E,Project 143,Collection 2650,52291,Repo 660,Subversion
Client X,Org E,Project 143,Collection 2651,41601,Repo 661,Subversion
